DATE,CPD_ID,SERIES_ID,SMILES,pIC50
2007-07-03,CPD_212,Indole,COc1ccc2c(C(=O)N3CCNCC3)c(Oc3cc(F)ccc3C)n(-c3ccccc3)c2n1,7.823908740944318
2007-07-04,CPD_213,Indole,Cc1ccc(-n2c(Oc3cc(F)ccc3C)c(C(=O)N3CCNCC3)c3ccccc32)cc1,6.769551078621726
2007-07-09,CPD_214,Indole,COC(=O)c1ccc2c(C(=O)N3CCNCC3)c(Oc3cc(F)ccc3C)n(-c3ccccc3)c2c1,8.096910013008056
2007-07-10,CPD_215,Indole,Cc1ccc(C)c(Oc2c(C(=O)N3CCNCC3)c3ncccc3n2-c2ccccc2)c1,6.159893905543242
2007-07-10,CPD_216,Indole,O=C(c1c(Cc2c(F)cccc2Cl)n(-c2ccccc2)c2ccc(O)cc12)N1CCNCC1,8.221848749616356
2007-07-10,CPD_217,Indole,Cc1cc(F)cc(C)c1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,6.609064892896621
2007-07-10,CPD_218,Indole,Cc1cccc(F)c1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,7.657577319177792
2007-07-10,CPD_219,Indolizine,Cc1c(F)cccc1Cc1c(-c2ccccc2)c2ccccn2c1C(=O)N1CCNCC1,8.154901959985743
2007-07-10,CPD_220,Indole,Cc1cccc(C)c1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,7.823908740944318
2007-07-10,CPD_221,Indole,Cc1c(F)cccc1Cc1nccc2c(C(=O)N3CCNCC3)c(Cc3cccc(F)c3C)n(-c3ccccc3)c12,8.301029995663981
2007-07-12,CPD_222,Indole,Cc1cccc(F)c1Cc1c(C(=O)N2CCNCC2)c2cc(O)ccc2n1-c1ccccc1,8.096910013008056
2007-07-12,CPD_223,Indole,O=C(c1c(Cc2c(F)cccc2Cl)n(-c2ccccc2)c2cccnc12)N1CCNCC1,8.221848749616356
2007-07-17,CPD_224,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccc(S(C)(=O)=O)cc2n1-c1ccccc1,6.853871964321761
2007-07-18,CPD_225,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccnc(Cl)c2n1-c1ccccc1,5.0
2007-07-27,CPD_226,Indole,CCCc1ccnc2c1c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,6.661543506395394
2007-07-27,CPD_227,Indole,CCc1ccnc2c1c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,7.050609993355087
2007-07-27,CPD_228,Indole,CCc1ccnc2c1c(C(=O)N1CCNCC1)c(Oc1cc(F)ccc1C)n2-c1ccccc1,5.910094888560601
2007-07-27,CPD_229,Indole,COc1ccc2c(C(=O)N3CCNCC3)c(Oc3c(C)cccc3C)n(-c3ccccc3)c2n1,8.522878745280337
2007-07-30,CPD_230,Indole,CCCc1ccnc2c1c(C(=O)N1CCNCC1)c(Oc1c(C)cccc1C)n2-c1ccccc1,6.730487055782083
2007-07-30,CPD_231,Indole,CCCc1ccnc2c1c(C(=O)N1CCNCC1)c(Oc1cc(F)ccc1C)n2-c1ccccc1,5.732828271596985
2007-07-31,CPD_232,Indole,Cc1cnc2c(C(=O)N3CCNCC3)c(Oc3cc(F)ccc3C)n(-c3ccccc3)c2c1,7.853871964321761
2007-08-03,CPD_233,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccc(OCC(=O)O)cc2n1-c1ccccc1,6.8794260687941495
2007-08-07,CPD_234,Indole,CC1(C)CN(C(=O)c2c(Oc3ccccc3)n(-c3ccccc3)c3ccccc23)CCN1,5.134896025358872
2007-08-08,CPD_235,Indole,Cc1c(F)cccc1Cc1cc2c(cc1O)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,6.368556230986828
2007-08-09,CPD_236,Indole,Cc1cnc2c(C(=O)N3CCNCC3)c(Cc3cccc(F)c3C)n(-c3ccccc3)c2c1,8.045757490560675
2007-08-09,CPD_237,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccc(S(C)(=O)=O)cc2n1-c1ccccc1,7.356547323513812
2007-08-09,CPD_238,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(C(N)=O)ccc2n1-c1ccccc1,8.221848749616356
2007-08-10,CPD_239,Indole,Cc1cccc(Cl)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,8.045757490560675
2007-08-13,CPD_240,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(O)c(Cl)cc2n1-c1ccccc1,8.698970004336019
2007-08-14,CPD_241,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccc(C(N)=O)cc2n1-c1ccccc1,8.221848749616356
2007-08-14,CPD_242,Indole,Cc1cccc(Cl)c1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,5.0
2007-08-15,CPD_243,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cc3ccccc3)c2n1-c1ccccc1,8.522878745280337
2007-08-23,CPD_244,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,7.886056647693162
2007-08-24,CPD_245,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccc(F)cc1,7.619788758288393
2007-08-27,CPD_246,Indole,Cc1cccc(Cl)c1Cc1c(C(=O)N2CCNCC2)c2cc(O)ccc2n1-c1ccccc1,6.866461091629782
2007-08-28,CPD_247,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1C1CCCCC1,8.397940008672036
2007-09-03,CPD_248,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](CO)C2)c2ncccc2n1-c1ccccc1,6.844663962534938
2007-09-03,CPD_249,Indole,COC[C@H]1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,6.537602002101044
2007-09-03,CPD_250,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2cc(O)c(Cl)cc2n1-c1ccccc1,7.531652669587842
2007-09-07,CPD_251,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccc(C(=O)O)cc2n1-c1ccccc1,6.913640169325251
2007-09-17,CPD_252,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2ncccc2n1-c1ccccc1,7.096910013008055
2007-09-17,CPD_253,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ccncc2n1-c1ccccc1,6.950781977329818
2007-09-17,CPD_254,Indole,COc1cc2c(cn1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2C1CCCCC1,6.823908740944318
2007-09-17,CPD_255,Indole,COc1cc2c(cn1)c(C(=O)N1CCNCC1)c(Oc1c(C)cccc1C)n2C1CCCCC1,7.0043648054024485
2007-09-17,CPD_256,Indole,Cc1c(F)cccc1Cc1ncc2c(C(=O)N3CCNCC3)c(Cc3cccc(F)c3C)n(-c3ccccc3)c2n1,6.215382707367125
2007-09-18,CPD_257,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCCC1,7.886056647693162
2007-09-21,CPD_258,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCCC1,7.236572006437062
2007-09-25,CPD_259,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCCC1,7.698970004336018
2007-09-25,CPD_260,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1cccc(F)c1,8.096910013008056
2007-09-26,CPD_261,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1F,7.823908740944318
2007-09-27,CPD_262,Indolizine,Cc1ccc(F)cc1Cc1c(-c2ccccc2)c2ccccn2c1C(=O)N1CCNCC1,6.627087997029893
2007-10-01,CPD_263,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1cccc(F)c1,8.221848749616356
2007-10-01,CPD_264,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1F,8.999999999999998
2007-10-08,CPD_265,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2nccnc2n1-c1ccccc1,6.903089986991943
2007-10-18,CPD_266,Indole,O=C(c1c(Oc2ccccc2)n(-c2ccccc2)c2ccccc12)N1CCNCC1Cc1ccccc1,5.5338741295818
2007-10-18,CPD_267,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1C1CCCC1,7.853871964321761
2007-10-19,CPD_268,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCOCC1,6.123782159408357
2007-10-22,CPD_269,Indolizine,O=C(c1c(Cc2cc(F)ccc2F)c(-c2ccccc2)c2ccccn12)N1CCNCC1,8.045757490560675
2007-10-23,CPD_270,Indole,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,8.999999999999998
2007-10-23,CPD_271,Indole,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCNCC2)c2ccncc2n1-c1ccccc1,8.698970004336019
2007-10-23,CPD_272,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2ncccc2n1C1CCCCC1,7.214670164989232
2007-10-23,CPD_273,Indole,COc1cc2c(cn1)c(C(=O)N1CCN[C@@H](C)C1)c(Cc1cccc(F)c1C)n2C1CCCCC1,6.500312917381596
2007-10-23,CPD_274,Indole,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2ncccc2n1C1CCCCC1,8.045757490560675
2007-10-23,CPD_275,Indole,COC[C@H]1CN(C(=O)c2c(Cc3cccc(F)c3C)n(C3CCCCC3)c3cc(OC)ncc23)CCN1,5.388276691992658
2007-10-23,CPD_276,Indole,COC[C@H]1CN(C(=O)c2c(Oc3c(C)ccc(F)c3C)n(C3CCCCC3)c3cccnc23)CCN1,6.575118363368932
2007-10-24,CPD_277,Indolizine,Cc1c(F)cccc1Cc1c(-c2cccc(F)c2)c2ccccn2c1C(=O)N1CCNCC1,8.522878745280337
2007-10-24,CPD_278,Indole,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1C1CCCCC1,8.301029995663981
2007-10-24,CPD_279,Indole,COc1cc2c(cn1)c(C(=O)N1CCN[C@@H](CO)C1)c(Cc1cccc(F)c1C)n2C1CCCCC1,5.486782399932061
2007-11-01,CPD_280,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](C(C)C)C2)c2ncccc2n1-c1ccccc1,5.567030709125594
2007-11-01,CPD_281,Indole,CCC[C@H]1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,5.928117992693874
